price,bedrooms,geometry
245000.0,3.0,POINT (-122.178 47.3507)
592500.0,2.0,POINT (-122.32 47.6979)
385000.0,4.0,POINT (-122.345 47.5278)
315000.0,3.0,POINT (-122.147 47.4756)
255000.0,3.0,POINT (-121.772 47.4437)
693000.0,4.0,POINT (-122.109 47.7048)
780000.0,3.0,POINT (-122.302 47.6362)
237000.0,3.0,POINT (-122.29 47.4207)
525000.0,3.0,POINT (-122.047 47.6154)
425000.0,2.0,POINT (-122.299 47.5964)
369900.0,1.0,POINT (-122.438 47.4683)
290000.0,4.0,POINT (-122.171 47.4045)
285000.0,3.0,POINT (-122.358 47.5544)
415000.0,2.0,POINT (-122.29 47.6802)
272500.0,3.0,POINT (-122.371 47.2988)
2900000.0,4.0,POINT (-122.223 47.6312)
1365000.0,4.0,POINT (-122.042 47.7285)
436000.0,2.0,POINT (-122.352 47.7107)
210000.0,3.0,POINT (-122.323 47.3271)
236000.0,3.0,POINT (-122.255 47.5053)
331000.0,3.0,POINT (-122.4 47.6601)
365000.0,3.0,POINT (-122.166 47.4145)
450000.0,3.0,POINT (-122.165 47.4672)
770000.0,4.0,POINT (-122.261 47.7618)
455000.0,4.0,POINT (-122.071 47.3828)
405000.0,3.0,POINT (-122.268 47.5362)
304900.0,4.0,POINT (-122.206 47.3954)
170000.0,2.0,POINT (-122.272 47.5048)
2050000.0,5.0,POINT (-122.287 47.6166)
780000.0,4.0,POINT (-122.025 47.6811)
330000.0,3.0,POINT (-122.23 47.7486)
370000.0,4.0,POINT (-122.169 47.3846)
467000.0,5.0,POINT (-122.144 47.7564)
405000.0,3.0,POINT (-122.193 47.7198)
675000.0,5.0,POINT (-122.151 47.5461)
500000.0,2.0,POINT (-122.143 47.5712)
389999.0,4.0,POINT (-122.343 47.4281)
630000.0,4.0,POINT (-122.223 47.7128)
360000.0,4.0,POINT (-122.255 47.3341)
580000.0,4.0,POINT (-122.181 47.5399)
550000.0,3.0,POINT (-122.375 47.5717)
879000.0,4.0,POINT (-122.017 47.5951)
265000.0,3.0,POINT (-122.144 47.3536)
446500.0,3.0,POINT (-122.154 47.5084)
404000.0,3.0,POINT (-122.311 47.5586)
267500.0,3.0,POINT (-122.274 47.4427)
3075000.0,4.0,POINT (-122.077 47.6053)
335000.0,3.0,POINT (-122.301 47.3494)
576000.0,3.0,POINT (-122.393 47.6933)
208633.0,3.0,POINT (-122 47.3537)
315000.0,3.0,POINT (-122.337 47.476)
725000.0,3.0,POINT (-122.298 47.6239)
550000.0,4.0,POINT (-122.384 47.7776)
610750.0,4.0,POINT (-122.058 47.6459)
550700.0,2.0,POINT (-122.297 47.6692)
665000.0,4.0,POINT (-122.18 47.5376)
834000.0,4.0,POINT (-122.294 47.601)
201000.0,5.0,POINT (-121.837 47.529)
2384000.0,5.0,POINT (-122.367 47.6345)
1384000.0,4.0,POINT (-122.102 47.5503)
1400000.0,4.0,POINT (-122.102 47.5503)
305000.0,4.0,POINT (-122.125 47.4441)
487000.0,3.0,POINT (-122.333 47.7357)
390000.0,3.0,POINT (-122.157 47.346)
548000.0,2.0,POINT (-122.345 47.6638)
268750.0,4.0,POINT (-122.336 47.48)
819900.0,5.0,POINT (-122.151 47.6759)
520000.0,3.0,POINT (-122.057 47.5162)
230000.0,3.0,POINT (-122.252 47.2639)
240000.0,3.0,POINT (-122.371 47.2929)
232000.0,2.0,POINT (-122.352 47.4957)
240500.0,2.0,POINT (-122.352 47.4957)
274975.0,3.0,POINT (-122.093 47.7721)
740000.0,4.0,POINT (-122.319 47.644)
186375.0,3.0,POINT (-122.344 47.472)
790000.0,3.0,POINT (-122.166 47.592)
880000.0,4.0,POINT (-122.275 47.669)
279000.0,6.0,POINT (-122.323 47.42)
295000.0,3.0,POINT (-122.012 47.1913)
640000.0,2.0,POINT (-122.331 47.6666)
940000.0,4.0,POINT (-122.217 47.5639)
260000.0,4.0,POINT (-122.052 47.3483)
559900.0,3.0,POINT (-122.164 47.7648)
791500.0,4.0,POINT (-122.357 47.6794)
265000.0,3.0,POINT (-122.354 47.7535)
245000.0,3.0,POINT (-122.22 47.4945)
485000.0,4.0,POINT (-122.093 47.6945)
684000.0,4.0,POINT (-122.157 47.5222)
425000.0,3.0,POINT (-122.32 47.7222)
309600.0,4.0,POINT (-122.49 47.3796)
552250.0,4.0,POINT (-121.875 47.5374)
165000.0,4.0,POINT (-122.24 47.4897)
239900.0,4.0,POINT (-122.24 47.4897)
320000.0,2.0,POINT (-122.078 47.4716)
206600.0,3.0,POINT (-122.173 47.3581)
387000.0,4.0,POINT (-122.307 47.7713)
299000.0,1.0,POINT (-121.854 47.675)
855000.0,4.0,POINT (-122.222 47.5603)
315000.0,3.0,POINT (-122.337 47.4147)
437500.0,2.0,POINT (-122.353 47.68)
252000.0,4.0,POINT (-122.27 47.3117)
375000.0,4.0,POINT (-122.28 47.543)
300000.0,4.0,POINT (-122.034 47.3607)
420000.0,4.0,POINT (-122.137 47.5759)
900000.0,3.0,POINT (-122.159 47.6891)
679900.0,3.0,POINT (-122.381 47.565)
463000.0,3.0,POINT (-121.974 47.6359)
380000.0,5.0,POINT (-122.141 47.4769)
329500.0,4.0,POINT (-122.029 47.3845)
604950.0,3.0,POINT (-122.184 47.6743)
795000.0,5.0,POINT (-122.164 47.5651)
465000.0,3.0,POINT (-121.709 47.4853)
673000.0,4.0,POINT (-122.359 47.4508)
810000.0,4.0,POINT (-122.016 47.6375)
785000.0,4.0,POINT (-122.042 47.5944)
338000.0,4.0,POINT (-122.182 47.4888)
280000.0,3.0,POINT (-122.19 47.5112)
315000.0,4.0,POINT (-122.341 47.7711)
530000.0,4.0,POINT (-122.341 47.7711)
380000.0,5.0,POINT (-122.345 47.2813)
297000.0,3.0,POINT (-122.189 47.5038)
730000.0,4.0,POINT (-121.97 47.5823)
450000.0,3.0,POINT (-122.304 47.7164)
275000.0,3.0,POINT (-122.045 47.3624)
595000.0,4.0,POINT (-122.329 47.6831)
435000.0,3.0,POINT (-122.307 47.592)
270000.0,2.0,POINT (-122.195 47.7461)
950000.0,3.0,POINT (-122.06 47.7268)
389000.0,4.0,POINT (-121.959 47.7237)
560000.0,4.0,POINT (-122.095 47.6283)
1350000.0,5.0,POINT (-122.148 47.5543)
799000.0,4.0,POINT (-122.226 47.5483)
365500.0,3.0,POINT (-122.146 47.7591)
252350.0,3.0,POINT (-122.169 47.4612)
403950.0,4.0,POINT (-122.365 47.4987)
385000.0,4.0,POINT (-122.358 47.772)
345000.0,4.0,POINT (-122.35 47.5287)
490000.0,3.0,POINT (-122.114 47.6109)
330000.0,3.0,POINT (-121.901 47.7736)
927000.0,4.0,POINT (-122.218 47.6294)
1118000.0,4.0,POINT (-122.213 47.5634)
330000.0,2.0,POINT (-122.241 47.7405)
530000.0,5.0,POINT (-122.118 47.5976)
365000.0,4.0,POINT (-122.129 47.5722)
378750.0,3.0,POINT (-122.289 47.5644)
269900.0,4.0,POINT (-122.157 47.4556)
557000.0,3.0,POINT (-122.305 47.6055)
360000.0,4.0,POINT (-122.022 47.1775)
352000.0,2.0,POINT (-122.385 47.6879)
437000.0,3.0,POINT (-121.779 47.4807)
322500.0,4.0,POINT (-122.032 47.3845)
650000.0,3.0,POINT (-122.402 47.5815)
450000.0,3.0,POINT (-122.344 47.6609)
278500.0,3.0,POINT (-122.188 47.3163)
364950.0,4.0,POINT (-122.191 47.4309)
840000.0,4.0,POINT (-122.026 47.401)
268000.0,3.0,POINT (-122.191 47.404)
517534.0,2.0,POINT (-122.482 47.3889)
632925.0,3.0,POINT (-122.095 47.7718)
577500.0,3.0,POINT (-122.2 47.7067)
339000.0,4.0,POINT (-122.227 47.504)
570000.0,3.0,POINT (-122.164 47.7015)
563500.0,4.0,POINT (-121.95 47.5753)
423000.0,4.0,POINT (-122.333 47.7448)
355000.0,3.0,POINT (-121.982 47.7318)
1550000.0,5.0,POINT (-121.95 47.5954)
482000.0,2.0,POINT (-122.337 47.6885)
625000.0,3.0,POINT (-122.179 47.5724)
538000.0,3.0,POINT (-122.169 47.5272)
380000.0,3.0,POINT (-122.161 47.4334)
375000.0,2.0,POINT (-122.308 47.6073)
245000.0,3.0,POINT (-122.046 47.3592)
310000.0,5.0,POINT (-122.337 47.4546)
1300000.0,3.0,POINT (-122.219 47.6408)
397000.0,4.0,POINT (-122.2 47.7245)
365000.0,3.0,POINT (-122.178 47.4362)
328500.0,4.0,POINT (-122.156 47.3739)
988000.0,4.0,POINT (-122.127 47.7205)
1000000.0,4.0,POINT (-122.33 47.6636)
237000.0,3.0,POINT (-122.197 47.4324)
525000.0,4.0,POINT (-122.224 47.7734)
749000.0,4.0,POINT (-122.164 47.559)
722500.0,5.0,POINT (-122.041 47.633)
843000.0,3.0,POINT (-122.103 47.6954)
438000.0,2.0,POINT (-122.318 47.6776)
578000.0,3.0,POINT (-122.382 47.504)
227950.0,3.0,POINT (-122.255 47.2613)
196000.0,3.0,POINT (-122.271 47.3417)
641000.0,2.0,POINT (-122.275 47.6694)
350000.0,3.0,POINT (-121.955 47.4056)
205000.0,3.0,POINT (-122.289 47.3838)
400000.0,3.0,POINT (-122.082 47.7487)
1030000.0,3.0,POINT (-122.078 47.5534)
505000.0,3.0,POINT (-122.18 47.7355)
475000.0,5.0,POINT (-122.211 47.7206)
520000.0,3.0,POINT (-122.262 47.7691)
1450000.0,3.0,POINT (-122.258 47.7183)
333500.0,3.0,POINT (-122.214 47.7736)
232000.0,3.0,POINT (-122.029 47.362)
691100.0,3.0,POINT (-122.121 47.5698)
811000.0,3.0,POINT (-122.221 47.5505)
551000.0,3.0,POINT (-122.234 47.7605)
496500.0,3.0,POINT (-122.157 47.7356)
705000.0,3.0,POINT (-122.438 47.3844)
578000.0,4.0,POINT (-122.226 47.4904)
255000.0,3.0,POINT (-122.089 47.3663)
1050000.0,4.0,POINT (-122.123 47.5637)
348000.0,3.0,POINT (-122.125 47.3759)
230000.0,3.0,POINT (-122.167 47.3912)
359500.0,4.0,POINT (-122.371 47.3305)
330000.0,3.0,POINT (-122.357 47.7617)
80000.0,1.0,POINT (-121.909 47.6499)
465000.0,3.0,POINT (-122.353 47.7311)
325000.0,4.0,POINT (-122.107 47.3701)
340500.0,3.0,POINT (-122.318 47.4857)
342500.0,3.0,POINT (-122.042 47.3724)
290900.0,2.0,POINT (-122.266 47.4855)
868700.0,3.0,POINT (-122.064 47.6336)
1199000.0,4.0,POINT (-122.281 47.717)
1150000.0,4.0,POINT (-122.066 47.6332)
859900.0,4.0,POINT (-122.062 47.5906)
520000.0,4.0,POINT (-121.998 47.5461)
460000.0,3.0,POINT (-122.29 47.5674)
438924.0,3.0,POINT (-122.29 47.6943)
315000.0,2.0,POINT (-122.38 47.5486)
590000.0,4.0,POINT (-122.188 47.6658)
378500.0,4.0,POINT (-122.153 47.5772)
328500.0,3.0,POINT (-122.161 47.3875)
849950.0,3.0,POINT (-122.174 47.6344)
525000.0,3.0,POINT (-122.391 47.5275)
1385000.0,4.0,POINT (-122.005 47.6179)
295000.0,4.0,POINT (-122.378 47.3078)
1067000.0,6.0,POINT (-122.137 47.5521)
207950.0,2.0,POINT (-122.264 47.5158)
699900.0,4.0,POINT (-121.977 47.5985)
1280000.0,5.0,POINT (-122.082 47.5645)
452000.0,4.0,POINT (-122.154 47.6734)
370000.0,3.0,POINT (-122.186 47.4734)
232000.0,3.0,POINT (-122.087 47.3811)
669950.0,5.0,POINT (-122.215 47.7081)
397500.0,3.0,POINT (-122.216 47.7193)
490000.0,2.0,POINT (-122.301 47.6192)
725000.0,4.0,POINT (-122.387 47.5836)
299000.0,3.0,POINT (-122.284 47.3841)
625000.0,2.0,POINT (-122.39 47.5872)
437500.0,3.0,POINT (-121.88 47.5322)
650000.0,4.0,POINT (-121.864 47.5416)
475000.0,2.0,POINT (-122.381 47.6799)
342000.0,3.0,POINT (-122.151 47.3672)
1197350.0,4.0,POINT (-122.205 47.684)
280000.0,3.0,POINT (-122.191 47.4404)
240000.0,2.0,POINT (-122.281 47.4467)
529000.0,3.0,POINT (-122.363 47.6729)
442000.0,3.0,POINT (-122.385 47.5346)
615000.0,2.0,POINT (-122.373 47.6454)
1485000.0,4.0,POINT (-122.196 47.6821)
585000.0,4.0,POINT (-122.11 47.7206)
480000.0,4.0,POINT (-122.139 47.4877)
1095000.0,5.0,POINT (-122.018 47.6554)
290000.0,4.0,POINT (-122.347 47.7343)
615000.0,3.0,POINT (-122.393 47.5789)
300000.0,2.0,POINT (-122.339 47.7439)
308000.0,3.0,POINT (-122.225 47.3818)
750000.0,3.0,POINT (-122.173 47.6734)
2250000.0,4.0,POINT (-122.285 47.6415)
890000.0,4.0,POINT (-122.084 47.4711)
288000.0,3.0,POINT (-122.177 47.452)
190000.0,2.0,POINT (-122.221 47.4973)
515000.0,5.0,POINT (-122.341 47.7546)
235000.0,4.0,POINT (-122.215 47.4667)
275000.0,2.0,POINT (-122.374 47.5186)
727500.0,2.0,POINT (-122.193 47.6221)
650000.0,4.0,POINT (-122.039 47.683)
1600000.0,6.0,POINT (-121.943 47.6033)
365000.0,4.0,POINT (-122.305 47.7315)
662000.0,3.0,POINT (-122.084 47.6917)
270500.0,3.0,POINT (-122.056 47.3608)
200000.0,2.0,POINT (-122.19 47.2852)
970000.0,4.0,POINT (-122.071 47.5931)
160000.0,3.0,POINT (-122.316 47.4097)
204000.0,3.0,POINT (-122.021 47.3105)
358000.0,3.0,POINT (-122.161 47.4296)
452000.0,4.0,POINT (-122.197 47.7373)
595000.0,2.0,POINT (-122.345 47.6582)
249000.0,3.0,POINT (-122.16 47.3577)
346900.0,4.0,POINT (-122.205 47.449)
2125000.0,3.0,POINT (-122.348 47.4169)
280000.0,4.0,POINT (-122.186 47.5025)
318888.0,4.0,POINT (-122.28 47.3644)
530000.0,3.0,POINT (-122.009 47.5896)
375000.0,3.0,POINT (-122.169 47.3914)
910000.0,4.0,POINT (-122.131 47.7197)
782000.0,4.0,POINT (-122.116 47.5623)
259950.0,2.0,POINT (-122.357 47.5213)
315000.0,4.0,POINT (-122.16 47.4518)
215000.0,2.0,POINT (-122.3 47.4949)
705000.0,3.0,POINT (-122.248 47.5885)
1450000.0,3.0,POINT (-122.411 47.6452)
451000.0,3.0,POINT (-122.305 47.749)
261000.0,2.0,POINT (-122.198 47.4727)
396000.0,3.0,POINT (-122.256 47.7403)
725000.0,4.0,POINT (-122.117 47.5146)
1950000.0,7.0,POINT (-122.231 47.5666)
238000.0,4.0,POINT (-122.291 47.4339)
750000.0,6.0,POINT (-122.097 47.6368)
331500.0,4.0,POINT (-122.075 47.3628)
460000.0,4.0,POINT (-121.845 47.52)
404950.0,4.0,POINT (-122.083 47.2953)
880000.0,3.0,POINT (-122.352 47.6935)
863000.0,4.0,POINT (-122.023 47.6239)
638700.0,3.0,POINT (-122.168 47.5846)
435000.0,3.0,POINT (-122.026 47.6969)
260000.0,3.0,POINT (-122.259 47.505)
671500.0,5.0,POINT (-122.289 47.667)
610000.0,3.0,POINT (-122.353 47.6376)
405000.0,2.0,POINT (-121.87 47.6929)
338900.0,4.0,POINT (-122.015 47.3572)
720000.0,4.0,POINT (-121.97 47.5816)
442000.0,5.0,POINT (-122.311 47.5502)
650000.0,5.0,POINT (-122.299 47.6136)
263500.0,3.0,POINT (-122.161 47.4478)
300000.0,2.0,POINT (-122.007 47.4219)
266000.0,3.0,POINT (-122.212 47.3521)
930000.0,4.0,POINT (-122.029 47.7466)
530000.0,4.0,POINT (-122.229 47.7727)
180000.0,3.0,POINT (-122.371 47.3062)
619000.0,3.0,POINT (-121.86 47.5422)
264000.0,3.0,POINT (-122.306 47.3366)
730000.0,2.0,POINT (-122.409 47.573)
